sensor_1,sensor_2
1.6623607876951856,0.465600727640637
2.3359640364028142,0.670072712436081
1.1433685747912814,0.7321111676352058
1.62925975970456,1.3223459455950743
0.8168510596829931,1.7950975612537143
1.253603259992703,0.7663646218754054
1.878352974959305,0.3176071899555255
0.7570277013987454,1.9289881080373503
2.617640729129834,0.6002195949033763
2.022991463138711,0.6859321532950191
1.5485925543546355,0.4328760325524321
-0.0189204431963841,0.9237213170467228
3.1019393299626654,1.3748034137827962
1.7022852997211873,0.7055295738158527
2.598580795293,1.629815225076313
-0.2897721666840521,1.4372254835436271
0.4947822352665371,1.820661807079432
0.7749937639661898,1.2465401981713362
0.0158498263920999,1.4801405248035389
2.864601419018304,0.9370647602109424
1.1485419678710842,1.4061757958526695
0.590810772068914,1.8628070770823453
1.822330988690302,1.645534948063654
0.1795786673119056,1.3576619362615427
2.1420951783418354,0.6115672263143825
0.2139848165273746,1.851552627523504
2.71045332221658,0.160248088353498
1.2707682032529788,1.576827125890572
2.3982182607652787,0.2843820527359297
1.6775367491979265,1.258850275705906
1.5016365049078322,0.6124702409734352
0.7639328258523072,1.8056826708458429
2.3712490484713458,0.5065024063261179
0.9012998437746108,1.327701920321592
1.3926300521292223,1.9971632180385728
0.7191283475014567,1.2521259160552425
1.2512214060315374,1.5945959827610627
-0.3979121629231102,1.0946631606275652
1.3773896791853757,1.6036831550264985
2.3989318038260947,0.8322978249051287
1.5925550142015197,1.5562475637063078
2.180088016747779,0.7690016631260479
